month,day,year,sno,state,total_schools,reported_schools,meal_not_served,food_grains,fund,cook_cum_helper,ngo_shg,holidays,others
1,28,2026,8,HARYANA,14197,13520,2,0,0,1,0,0,1
1,28,2026,9,HIMACHAL PRADESH,14416,8051,36,0,0,0,1,28,7
1,28,2026,10,MADHYA PRADESH,88192,81969,429,23,2,2,1,1,400
1,28,2026,11,MAHARASHTRA,83605,60302,605,0,3,55,0,246,301
1,28,2026,12,ODISHA,50354,26937,86,0,1,0,0,1,84
1,28,2026,13,PUDUCHERRY,427,427,4,0,0,0,0,3,1
1,28,2026,14,PUNJAB,19574,18157,16,0,0,1,0,1,14
1,28,2026,15,RAJASTHAN,67628,50138,377,101,0,34,5,65,172
1,28,2026,16,TAMIL NADU,41658,37219,235,0,0,0,0,173,62
1,28,2026,17,TRIPURA,4327,4316,9,0,0,0,0,5,4
1,28,2026,18,UTTAR PRADESH,141688,132154,337,37,22,12,15,9,242
1,28,2026,19,UTTARAKHAND,16273,4571,572,0,0,0,0,526,46
1,28,2026,20,WEST BENGAL,81824,76786,1300,2,2,11,1,122,1162
1,29,2026,1,ANDHRA PRADESH,43218,40593,2,0,0,0,0,0,2
1,29,2026,2,ASSAM,43785,42616,6,0,0,0,0,1,5
1,29,2026,3,BIHAR,65961,59749,33,8,0,7,2,0,16
1,29,2026,4,DELHI,2793,2734,1,0,0,0,0,0,1
1,29,2026,5,GOA,1216,1118,44,1,0,0,0,43,0
1,29,2026,6,GUJARAT,32251,31594,88,1,1,29,0,5,52
1,29,2026,7,HARYANA,14197,13359,2,0,1,0,0,0,1
1,29,2026,8,HIMACHAL PRADESH,14416,8832,36,2,0,0,0,29,5
1,29,2026,9,MADHYA PRADESH,88192,85976,458,16,3,2,2,1,434
1,29,2026,10,MAHARASHTRA,83605,77379,258,0,2,80,0,77,99
1,29,2026,11,MIZORAM,2481,1994,2,0,0,0,0,1,1
1,29,2026,12,ODISHA,50354,30030,4,0,0,0,0,1,3
1,29,2026,13,PUDUCHERRY,427,323,2,0,0,0,0,0,2
1,29,2026,14,PUNJAB,19574,17858,15,0,0,0,0,1,14
1,29,2026,15,RAJASTHAN,67628,49881,331,104,1,26,4,45,151
1,29,2026,16,TAMIL NADU,41658,39702,71,0,0,0,0,23,48
1,29,2026,17,TRIPURA,4327,4316,4,1,0,0,0,0,3
1,29,2026,18,UTTAR PRADESH,141688,138397,335,29,22,6,22,8,248
1,29,2026,19,UTTARAKHAND,16273,15199,1421,0,0,0,0,1340,81
1,29,2026,20,WEST BENGAL,81824,76862,1403,2,2,14,3,210,1172
1,30,2026,1,ANDHRA PRADESH,43218,43107,4,0,0,0,0,0,4
1,30,2026,2,ASSAM,43785,42406,1,0,0,0,0,0,1
1,30,2026,3,BIHAR,65961,55409,502,7,0,4,1,437,53
1,30,2026,4,DELHI,2793,2778,1,0,0,0,0,0,1
1,30,2026,5,GOA,1216,1216,31,0,0,0,0,31,0
1,30,2026,6,GUJARAT,32251,31587,82,3,0,24,0,14,41
1,30,2026,7,HARYANA,14197,12832,13,0,0,1,0,8,4
1,30,2026,8,HIMACHAL PRADESH,14416,9029,38,0,0,0,0,29,9
1,30,2026,9,MADHYA PRADESH,88192,84297,438,20,1,3,0,0,414
1,30,2026,10,MAHARASHTRA,83605,76583,458,0,1,57,0,231,169
1,30,2026,11,MIZORAM,2481,1875,1,0,0,0,0,0,1
1,30,2026,12,ODISHA,50354,33550,63,0,0,0,0,49,14
1,30,2026,13,PUNJAB,19574,17627,21,0,0,0,0,2,19
1,30,2026,14,RAJASTHAN,67628,50546,340,95,1,29,3,55,157
1,30,2026,15,TAMIL NADU,41658,39327,215,0,0,0,0,158,57
1,30,2026,16,TRIPURA,4327,4316,21,0,0,0,0,3,18
1,30,2026,17,UTTAR PRADESH,141688,137587,359,49,24,14,21,17,234
1,30,2026,18,UTTARAKHAND,16273,15292,1542,0,0,0,0,1389,153
1,30,2026,19,WEST BENGAL,81824,76663,1646,2,1,10,2,301,1330
1,31,2026,1,ANDHRA PRADESH,43218,42969,4,0,0,0,0,0,4
1,31,2026,2,BIHAR,65961,58461,35,8,0,2,0,0,25
1,31,2026,3,CHANDIGARH,116,116,5,0,0,0,0,5,0
1,31,2026,4,DELHI,2793,2776,2,0,0,0,0,0,2
1,31,2026,5,GOA,1216,1216,48,1,0,0,0,44,3
1,31,2026,6,GUJARAT,32251,31514,71,1,0,30,0,5,35
1,31,2026,7,HIMACHAL PRADESH,14416,8641,46,1,0,0,0,29,16
1,31,2026,8,MADHYA PRADESH,88192,79682,367,24,1,2,1,1,338
1,31,2026,9,MAHARASHTRA,83605,74056,402,0,1,53,0,187,161
1,31,2026,10,ODISHA,50354,27760,12,0,0,0,0,0,12
1,31,2026,11,PUNJAB,19574,15019,79,0,0,0,0,66,13
1,31,2026,12,RAJASTHAN,67628,46942,1015,71,1,40,7,612,284
1,31,2026,13,TRIPURA,4327,4307,111,3,0,0,0,73,35
1,31,2026,14,UTTAR PRADESH,141688,137385,362,47,22,13,17,25,238
1,31,2026,15,UTTARAKHAND,16273,14949,1563,0,0,0,0,1455,108
1,31,2026,16,WEST BENGAL,81824,75507,2313,1,0,13,1,287,2011
2,1,2026,NA,NA,0,0,0,0,0,0,0,0,0
2,2,2026,1,ANDHRA PRADESH,43218,42636,1,0,0,0,0,0,1
2,2,2026,2,ASSAM,43785,38764,22,1,0,1,0,0,20
2,2,2026,3,BIHAR,65961,59090,129,11,1,7,0,0,110
2,2,2026,4,DELHI,2793,2778,3,0,0,0,0,0,3
2,2,2026,5,GOA,1216,1216,47,1,0,0,0,46,0
